Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),CO2 (ppm),H2O (ppm),N2O (ppm),TEC Sink Temp (degC),Wall Code,Latitude,Longitude
07/30/2025 14:22:19.040,0,140.021,41.8849,40.8918,20.8793,48.7787,41.8849,780.097,19474,0.370758,24.422,980,No Data,No Data
07/30/2025 14:22:20.034,0,139.975,41.8857,40.8919,20.8421,48.7787,41.8857,784.567,19469.9,0.370846,24.426,980,No Data,No Data
07/30/2025 14:22:21.027,0,139.988,41.8856,40.8918,20.8101,48.7787,41.8856,787.775,19467.1,0.370524,24.430,980,No Data,No Data
07/30/2025 14:22:22.020,0,139.975,41.8857,40.892,20.775,48.7787,41.8857,792.936,19538.1,0.370543,24.435,980,No Data,No Data
07/30/2025 14:22:23.013,0,139.998,41.8866,40.8922,20.7401,48.7787,41.8866,797.366,19582.9,0.370562,24.439,981,No Data,No Data
07/30/2025 14:22:24.007,0,140.068,41.8866,40.8923,20.7113,48.7787,41.8866,800.36,19555,0.37056,24.443,981,No Data,No Data
07/30/2025 14:22:25.000,0,140.002,41.8861,40.8917,20.691,48.7885,41.8861,804.669,19594.2,0.370673,24.446,981,No Data,No Data
07/30/2025 14:22:25.993,0,140.018,41.8876,40.8919,20.6728,48.7787,41.8876,807.758,19597.2,0.37062,24.450,981,No Data,No Data
07/30/2025 14:22:26.987,0,139.993,41.889,40.8918,20.7079,48.7885,41.889,811.252,19624.1,0.370608,24.455,981,No Data,No Data
07/30/2025 14:22:27.980,0,139.997,41.8883,40.892,20.8183,48.8276,41.8883,814.627,19659,0.370611,24.460,981,No Data,No Data
07/30/2025 14:22:28.973,0,140.015,41.8881,40.892,20.9916,48.8276,41.8881,817.98,19704.3,0.370786,24.464,981,No Data,No Data
07/30/2025 14:22:29.966,0,140.012,41.89,40.8921,21.122,48.8373,41.89,820.467,19686.4,0.370925,24.468,981,No Data,No Data
07/30/2025 14:22:30.960,0,140.013,41.8906,40.8921,21.196,48.8276,41.8906,820.873,19641.9,0.370343,24.472,981,No Data,No Data
07/30/2025 14:22:31.953,0,139.968,41.8918,40.8918,21.2357,48.8666,41.8918,823.263,19663.2,0.370158,24.475,981,No Data,No Data
07/30/2025 14:22:32.946,0,140.016,41.8931,40.8918,21.214,48.8471,41.8931,825.237,19682.4,0.370201,24.475,981,No Data,No Data
07/30/2025 14:22:33.940,0,140.001,41.8927,40.8918,21.1755,48.8764,41.8927,827.359,19665.6,0.370169,24.480,981,No Data,No Data
07/30/2025 14:22:34.933,0,140.001,41.8937,40.8916,21.1392,48.8764,41.8937,831.312,19736.9,0.370623,24.485,981,No Data,No Data
07/30/2025 14:22:35.926,0,140.005,41.8946,40.8916,21.064,48.8764,41.8946,833.127,19724.2,0.370482,24.490,981,No Data,No Data
07/30/2025 14:22:36.919,0,139.997,41.893,40.8913,20.9868,48.8764,41.893,835.448,19756.8,0.370345,24.494,981,No Data,No Data
07/30/2025 14:22:37.913,0,140.01,41.894,40.8916,20.9203,48.8764,41.894,837.683,19764.5,0.370394,24.499,981,No Data,No Data
07/30/2025 14:22:38.906,0,140,41.8937,40.8914,20.8595,48.8764,41.8937,838.762,19774.6,0.370341,24.504,981,No Data,No Data
07/30/2025 14:22:39.899,0,139.995,41.8922,40.8915,20.8051,48.8764,41.8922,840.126,19832.9,0.370685,24.509,981,No Data,No Data
07/30/2025 14:22:40.893,0,139.965,41.8932,40.8913,20.758,48.8764,41.8932,839.96,19825.7,0.370177,24.513,981,No Data,No Data
07/30/2025 14:22:41.886,0,139.966,41.8942,40.8912,20.7151,48.8764,41.8942,841.413,19857.4,0.370411,24.518,981,No Data,No Data
07/30/2025 14:22:42.879,0,140.005,41.8953,40.8917,20.6672,48.8764,41.8953,842.922,19841.6,0.370522,24.523,1013,No Data,No Data
07/30/2025 14:22:43.872,0,140.011,41.8948,40.8913,20.6274,48.8764,41.8948,844.537,19841.1,0.370316,24.528,1013,No Data,No Data
07/30/2025 14:22:44.866,0,140.009,41.895,40.891,20.5939,48.8764,41.895,848.378,19857.2,0.370256,24.532,1013,No Data,No Data
07/30/2025 14:22:45.859,0,139.998,41.8954,40.891,20.5629,48.8764,41.8954,851.309,19862.1,0.369993,24.536,1013,No Data,No Data
07/30/2025 14:22:46.852,0,140.002,41.8946,40.8907,20.5439,48.8764,41.8946,855.212,19882.6,0.370071,24.540,1013,No Data,No Data
07/30/2025 14:22:47.845,0,140.002,41.8955,40.8904,20.5304,48.8764,41.8955,858.171,19920.9,0.369858,24.544,885,No Data,No Data
07/30/2025 14:22:48.839,0,140.013,41.8961,40.8907,20.525,48.8764,41.8961,862.325,19927.7,0.369994,24.548,885,No Data,No Data
07/30/2025 14:22:49.832,0,140.018,41.8965,40.8904,20.5439,48.8764,41.8965,866.702,19986.9,0.370369,24.553,885,No Data,No Data
07/30/2025 14:22:50.825,0,140.002,41.8971,40.8907,20.5702,48.8764,41.8971,868.342,19943.9,0.370176,24.557,885,No Data,No Data
07/30/2025 14:22:51.819,0,140.018,41.8972,40.8904,20.5968,48.8764,41.8972,870.992,19948.9,0.370052,24.563,885,No Data,No Data
07/30/2025 14:22:52.812,0,140.01,41.8967,40.8905,20.6071,48.8764,41.8967,872.343,19908.7,0.369761,24.563,885,No Data,No Data
07/30/2025 14:22:53.805,0,140.002,41.8965,40.8906,20.6023,48.8764,41.8965,875.998,19942.2,0.369814,24.568,885,No Data,No Data
07/30/2025 14:22:54.798,0,139.994,41.8974,40.8904,20.5998,48.8764,41.8974,879.198,19969,0.370126,24.572,885,No Data,No Data
07/30/2025 14:22:55.792,0,140.011,41.8963,40.8906,20.5947,48.8764,41.8963,881.404,19955.1,0.369847,24.576,885,No Data,No Data
07/30/2025 14:22:56.785,0,139.983,41.8987,40.8904,20.5875,48.8764,41.8987,885.097,20003.9,0.36991,24.580,885,No Data,No Data
07/30/2025 14:22:57.778,0,140.013,41.8968,40.8909,20.5772,48.8764,41.8968,887.437,19967.8,0.369929,24.584,885,No Data,No Data
07/30/2025 14:22:58.772,0,139.981,41.8978,40.8907,20.5592,48.8764,41.8978,889.314,19971.8,0.369628,24.589,885,No Data,No Data
07/30/2025 14:22:59.765,0,139.972,41.8993,40.8904,20.5442,48.8764,41.8993,893.297,20025.4,0.369756,24.593,885,No Data,No Data
07/30/2025 14:23:00.758,0,139.941,41.8988,40.8905,20.5315,48.8764,41.8988,895.437,20021,0.369732,24.598,885,No Data,No Data
07/30/2025 14:23:01.751,0,139.968,41.8988,40.8902,20.5226,48.8764,41.8988,898.68,20037.3,0.369815,24.602,885,No Data,No Data
07/30/2025 14:23:02.745,0,139.964,41.9006,40.8904,20.5109,48.8862,41.9006,901.205,20088.8,0.369781,24.607,885,No Data,No Data
07/30/2025 14:23:03.738,0,139.988,41.9003,40.8903,20.4988,48.9057,41.9003,903.63,20056.9,0.369839,24.610,885,No Data,No Data
07/30/2025 14:23:04.731,0,140.012,41.9,40.8901,20.4929,48.8959,41.9,905.129,20045.5,0.369843,24.614,885,No Data,No Data
07/30/2025 14:23:05.725,0,140.007,41.9001,40.8898,20.4878,48.8959,41.9001,906.683,20030.2,0.369701,24.618,885,No Data,No Data
07/30/2025 14:23:06.718,0,139.977,41.9,40.8897,20.484,48.9546,41.9,909.269,20064.5,0.36945,24.622,885,No Data,No Data
07/30/2025 14:23:07.711,0,139.986,41.9014,40.8897,20.4821,48.9643,41.9014,913.759,20175.7,0.369751,24.626,885,No Data,No Data
07/30/2025 14:23:08.704,0,139.999,41.9013,40.8897,20.4801,48.9741,41.9013,915.736,20161.5,0.369817,24.630,885,No Data,No Data
07/30/2025 14:23:09.698,0,140.02,41.902,40.8896,20.4713,48.9741,41.902,917.098,20123.8,0.369641,24.635,885,No Data,No Data
07/30/2025 14:23:10.691,0,139.982,41.9004,40.8893,20.4625,48.9546,41.9004,918.715,20106.4,0.369631,24.639,885,No Data,No Data
07/30/2025 14:23:11.684,0,140.017,41.9017,40.8894,20.4566,48.9741,41.9017,921.285,20151.6,0.369842,24.639,885,No Data,No Data
07/30/2025 14:23:12.677,0,140.044,41.9019,40.8893,20.4547,48.9741,41.9019,923.186,20173.1,0.369479,24.642,881,No Data,No Data
07/30/2025 14:23:13.671,0,140.026,41.9005,40.889,20.4542,48.9741,41.9005,923.789,20138.2,0.36935,24.646,881,No Data,No Data
07/30/2025 14:23:14.664,0,140.018,41.9017,40.8892,20.4489,48.9741,41.9017,927.682,20222.1,0.369751,24.651,881,No Data,No Data
07/30/2025 14:23:15.657,0,140.04,41.9008,40.8894,20.4403,48.9741,41.9008,928.838,20187.8,0.36991,24.656,881,No Data,No Data
07/30/2025 14:23:16.651,0,140.005,41.9008,40.8896,20.4374,48.9741,41.9008,928.806,20120,0.369378,24.660,881,No Data,No Data
07/30/2025 14:23:17.644,0,139.993,41.9006,40.8896,20.4455,48.9741,41.9006,930.364,20138.2,0.369155,24.664,881,No Data,No Data
07/30/2025 14:23:18.637,0,139.993,41.9021,40.8895,20.4583,48.9741,41.9021,932.619,20153,0.36941,24.668,881,No Data,No Data
07/30/2025 14:23:19.630,0,140.004,41.9,40.8893,20.4665,48.9741,41.9,936.54,20206.7,0.369735,24.673,881,No Data,No Data
07/30/2025 14:23:20.624,0,140.006,41.9005,40.8892,20.4706,48.9741,41.9005,938.542,20229.5,0.369717,24.677,880,No Data,No Data
07/30/2025 14:23:21.617,0,139.999,41.9007,40.8892,20.4729,48.9741,41.9007,938.937,20210.6,0.369236,24.681,880,No Data,No Data
07/30/2025 14:23:22.610,0,140.004,41.9007,40.8893,20.4744,48.9741,41.9007,942.48,20242.6,0.369428,24.685,880,No Data,No Data
07/30/2025 14:23:23.604,0,140.002,41.9009,40.8893,20.47,48.9741,41.9009,945.012,20235.2,0.369403,24.689,880,No Data,No Data
07/30/2025 14:23:24.597,0,140.024,41.9027,40.8893,20.4627,48.9741,41.9027,946.277,20231.4,0.369161,24.693,880,No Data,No Data
07/30/2025 14:23:25.590,0,140,41.9027,40.8894,20.4583,48.9741,41.9027,948.213,20186.8,0.369199,24.697,888,No Data,No Data
07/30/2025 14:23:26.583,0,139.985,41.9034,40.8895,20.4583,48.9741,41.9034,951.466,20237.9,0.369151,24.702,888,No Data,No Data
07/30/2025 14:23:27.577,0,140.005,41.904,40.8895,20.4606,48.9741,41.904,954.309,20234.7,0.369279,24.706,888,No Data,No Data
07/30/2025 14:23:28.570,0,139.989,41.9055,40.8893,20.4594,48.9741,41.9055,957.346,20276.2,0.369068,24.710,888,No Data,No Data
07/30/2025 14:23:29.563,0,140.004,41.9055,40.8893,20.4528,48.9741,41.9055,959.998,20291.9,0.369479,24.714,888,No Data,No Data
07/30/2025 14:23:30.557,0,139.995,41.9054,40.8891,20.4519,48.9741,41.9054,962.522,20294.5,0.369301,24.714,888,No Data,No Data
07/30/2025 14:23:31.550,0,140.025,41.9053,40.8892,20.4522,48.9741,41.9053,965.266,20277.5,0.369492,24.718,888,No Data,No Data
07/30/2025 14:23:32.543,0,140.009,41.9064,40.8892,20.4456,48.9741,41.9064,968.238,20308,0.369661,24.722,888,No Data,No Data
07/30/2025 14:23:33.536,0,140,41.9068,40.889,20.4394,48.9741,41.9068,969.042,20266.4,0.369396,24.726,880,No Data,No Data
07/30/2025 14:23:34.530,0,139.993,41.9075,40.8889,20.4346,48.9741,41.9075,971.477,20282.1,0.369325,24.730,880,No Data,No Data
07/30/2025 14:23:35.523,0,139.981,41.9064,40.8889,20.427,48.9741,41.9064,974.014,20300.1,0.369132,24.732,880,No Data,No Data
07/30/2025 14:23:36.516,0,140.011,41.9063,40.8889,20.4373,48.9741,41.9063,974.776,20269.4,0.36887,24.734,880,No Data,No Data
07/30/2025 14:23:37.509,0,139.975,41.9082,40.8888,20.4684,48.9741,41.9082,977.964,20311.4,0.368826,24.738,880,No Data,No Data
07/30/2025 14:23:38.503,0,139.982,41.9077,40.8887,20.5197,48.9741,41.9077,981.517,20370.1,0.369384,24.742,880,No Data,No Data
07/30/2025 14:23:39.496,0,139.992,41.9082,40.8888,20.5551,48.9741,41.9082,983.906,20382,0.369141,24.745,880,No Data,No Data
07/30/2025 14:23:40.489,0,139.99,41.9082,40.8887,20.6127,48.9741,41.9082,967.402,20351.6,0.36921,24.748,880,No Data,No Data
07/30/2025 14:23:41.483,0,139.999,41.9069,40.8889,20.6768,48.9741,41.9069,888.927,20298.5,0.369749,24.754,880,No Data,No Data
07/30/2025 14:23:42.476,0,140.012,41.9079,40.8891,20.7193,48.9741,41.9079,791.406,20230.7,0.370053,24.757,848,No Data,No Data
07/30/2025 14:23:43.469,0,140.014,41.9085,40.8888,20.7496,48.9741,41.9085,726.342,20175.6,0.370113,24.785,848,No Data,No Data
07/30/2025 14:23:44.462,0,140.004,41.9084,40.889,20.7564,48.9741,41.9084,743.571,20127.8,0.369668,24.780,848,No Data,No Data
07/30/2025 14:23:45.456,0,140,41.9092,40.889,20.7154,48.9741,41.9092,785.999,20155.3,0.369674,24.804,848,No Data,No Data
07/30/2025 14:23:46.449,0,139.991,41.9094,40.889,20.6706,48.9741,41.9094,758.718,20114.9,0.369901,24.812,848,No Data,No Data
07/30/2025 14:23:47.442,0,140.016,41.9083,40.8891,20.6368,48.9741,41.9083,709.404,20003.8,0.369702,24.816,848,No Data,No Data
07/30/2025 14:23:48.436,0,140.012,41.9099,40.8889,20.5897,48.9741,41.9099,668.074,19947.2,0.370137,24.821,848,No Data,No Data
07/30/2025 14:23:49.429,0,139.978,41.9095,40.8888,20.5546,48.9741,41.9095,632.671,19899.6,0.370321,24.821,848,No Data,No Data
07/30/2025 14:23:50.422,0,140.012,41.9091,40.8886,20.5311,48.9741,41.9091,605.961,19834.3,0.370401,24.826,848,No Data,No Data
07/30/2025 14:23:51.415,0,139.997,41.9095,40.888,20.5275,48.9741,41.9095,589.322,19819.1,0.370982,24.831,848,No Data,No Data
07/30/2025 14:23:52.409,0,140.011,41.9106,40.8881,20.5443,48.9741,41.9106,575.444,19702.5,0.37079,24.835,848,No Data,No Data
07/30/2025 14:23:53.402,0,139.994,41.9104,40.8878,20.6114,48.9741,41.9104,563.597,19633.6,0.370367,24.840,976,No Data,No Data
07/30/2025 14:23:54.395,0,139.983,41.912,40.8879,20.7194,48.9741,41.912,555.165,19603.4,0.370405,24.845,976,No Data,No Data
07/30/2025 14:23:55.389,0,140.01,41.912,40.8877,20.808,48.9936,41.912,547.978,19545,0.370554,24.850,976,No Data,No Data
07/30/2025 14:23:56.382,0,139.994,41.9116,40.8877,20.885,48.9741,41.9116,541.428,19498.1,0.37038,24.854,976,No Data,No Data
07/30/2025 14:23:57.375,0,139.992,41.9142,40.8878,20.9891,49.0034,41.9142,536.541,19503.3,0.370502,24.858,976,No Data,No Data
07/30/2025 14:23:58.368,0,140.01,41.9134,40.8874,21.0948,48.9839,41.9134,533.819,19456.3,0.370418,24.863,976,No Data,No Data
07/30/2025 14:23:59.362,0,139.981,41.9137,40.888,21.135,49.0132,41.9137,531.288,19424.6,0.370789,24.868,976,No Data,No Data
07/30/2025 14:24:00.355,0,140.014,41.914,40.888,21.1387,49.0132,41.914,526.923,19358.6,0.370632,24.874,976,No Data,No Data
07/30/2025 14:24:01.348,0,139.992,41.9144,40.8879,21.1417,49.0034,41.9144,530.334,19361.8,0.370612,24.877,976,No Data,No Data
07/30/2025 14:24:02.341,0,139.97,41.914,40.8878,21.0991,49.0425,41.914,542.056,19360.1,0.370569,24.882,976,No Data,No Data
07/30/2025 14:24:03.335,0,140.017,41.9147,40.8879,21.0412,49.062,41.9147,555.838,19371.5,0.370713,24.887,976,No Data,No Data
07/30/2025 14:24:04.328,0,140.011,41.9153,40.8879,20.9838,49.0718,41.9153,567.001,19311,0.370517,24.891,976,No Data,No Data
07/30/2025 14:24:05.321,0,140.011,41.9154,40.8879,20.9316,49.0718,41.9154,577.854,19331.5,0.370484,24.895,976,No Data,No Data
07/30/2025 14:24:06.315,0,139.993,41.9146,40.8878,20.8866,49.0718,41.9146,586.822,19329.7,0.370474,24.900,976,No Data,No Data
07/30/2025 14:24:07.308,0,139.99,41.9151,40.888,20.8467,49.0718,41.9151,593.127,19329.5,0.370329,24.904,976,No Data,No Data
07/30/2025 14:24:08.301,0,140.006,41.914,40.888,20.804,49.0718,41.914,597.629,19307,0.370596,24.904,976,No Data,No Data
07/30/2025 14:24:09.294,0,140.008,41.9151,40.8879,20.7651,49.0718,41.9151,600.157,19278.2,0.370557,24.908,976,No Data,No Data
07/30/2025 14:24:10.288,0,139.994,41.9161,40.8879,20.7364,49.0718,41.9161,603.026,19305.6,0.370605,24.912,976,No Data,No Data
07/30/2025 14:24:11.281,0,140.004,41.9176,40.8879,20.7041,49.0718,41.9176,604.219,19259,0.370463,24.918,976,No Data,No Data
07/30/2025 14:24:12.274,0,139.98,41.9168,40.8878,20.6771,49.0718,41.9168,605.645,19229.1,0.370156,24.921,976,No Data,No Data
07/30/2025 14:24:13.268,0,139.986,41.9177,40.8877,20.6512,49.0718,41.9177,608.127,19217.2,0.370342,24.925,976,No Data,No Data
07/30/2025 14:24:14.261,0,139.991,41.9188,40.8874,20.6418,49.0718,41.9188,610.941,19224.2,0.370381,24.930,976,No Data,No Data
07/30/2025 14:24:15.254,0,140.006,41.9184,40.8875,20.6507,49.0718,41.9184,612.845,19199.9,0.370257,24.935,976,No Data,No Data
07/30/2025 14:24:16.247,0,140,41.92,40.8874,20.6386,49.0718,41.92,615.335,19185.2,0.370348,24.939,976,No Data,No Data
07/30/2025 14:24:17.241,0,139.986,41.9203,40.8872,20.6227,49.0718,41.9203,617.983,19199,0.370331,24.944,976,No Data,No Data
07/30/2025 14:24:18.234,0,139.994,41.9195,40.8872,20.6105,49.0718,41.9195,621.096,19222.7,0.370371,24.948,976,No Data,No Data
07/30/2025 14:24:19.227,0,140.003,41.9192,40.8874,20.6066,49.0718,41.9192,623.348,19225.6,0.370413,24.952,976,No Data,No Data
07/30/2025 14:24:20.221,0,139.986,41.92,40.8874,20.5973,49.0718,41.92,625.424,19209.1,0.37021,24.957,976,No Data,No Data
07/30/2025 14:24:21.214,0,140.009,41.9212,40.8875,20.5854,49.0718,41.9212,627.515,19194.2,0.370083,24.962,976,No Data,No Data
07/30/2025 14:24:22.207,0,139.998,41.9213,40.8874,20.5744,49.0718,41.9213,629.871,19199.5,0.370185,24.967,976,No Data,No Data
07/30/2025 14:24:23.200,0,140.018,41.92,40.8873,20.5618,49.0718,41.92,631.514,19169.8,0.370141,24.971,976,No Data,No Data
07/30/2025 14:24:24.194,0,139.991,41.9208,40.8871,20.5493,49.0718,41.9208,634.447,19191.5,0.370127,24.976,976,No Data,No Data
07/30/2025 14:24:25.187,0,140.003,41.921,40.8869,20.5268,49.0718,41.921,636.517,19163.8,0.370026,24.981,976,No Data,No Data
07/30/2025 14:24:26.180,0,139.996,41.922,40.8873,20.5107,49.0718,41.922,639.177,19163.2,0.369978,24.985,976,No Data,No Data
07/30/2025 14:24:27.173,0,139.987,41.9214,40.8873,20.4971,49.0718,41.9214,641.941,19163.1,0.369993,24.989,976,No Data,No Data
07/30/2025 14:24:28.167,0,139.966,41.9215,40.8871,20.4877,49.0718,41.9215,645.069,19170.6,0.369776,24.989,976,No Data,No Data
07/30/2025 14:24:29.160,0,139.953,41.9205,40.8874,20.48,49.0718,41.9205,648.971,19185.2,0.369922,24.994,976,No Data,No Data
07/30/2025 14:24:30.153,0,139.96,41.9204,40.8869,20.4766,49.0718,41.9204,652.873,19198,0.370127,24.998,976,No Data,No Data
07/30/2025 14:24:31.147,0,139.969,41.9217,40.8868,20.468,49.0718,41.9217,656.405,19216.1,0.37014,25.002,976,No Data,No Data
07/30/2025 14:24:32.140,0,139.994,41.9224,40.8869,20.4595,49.0718,41.9224,659.898,19197,0.370005,25.008,976,No Data,No Data
07/30/2025 14:24:33.133,0,139.991,41.9217,40.8868,20.449,49.0718,41.9217,663.262,19185.1,0.369906,25.012,976,No Data,No Data
07/30/2025 14:24:34.126,0,139.976,41.9229,40.8865,20.4339,49.0718,41.9229,666.768,19201.4,0.369689,25.018,976,No Data,No Data
07/30/2025 14:24:35.120,0,139.991,41.9234,40.8866,20.4155,49.0718,41.9234,671.055,19222.8,0.369841,25.022,976,No Data,No Data
07/30/2025 14:24:36.113,0,139.983,41.9238,40.8864,20.3985,49.0718,41.9238,674.762,19243.7,0.369921,25.026,976,No Data,No Data
07/30/2025 14:24:37.106,0,140.001,41.9239,40.8867,20.3859,49.0718,41.9239,678.083,19249.2,0.369703,25.031,976,No Data,No Data
07/30/2025 14:24:38.100,0,140.003,41.9228,40.8865,20.3723,49.0718,41.9228,681.959,19285.4,0.369818,25.036,912,No Data,No Data
07/30/2025 14:24:39.093,0,140.001,41.9235,40.8865,20.3675,49.0718,41.9235,685.912,19302.6,0.369826,25.040,784,No Data,No Data
07/30/2025 14:24:40.086,0,140.063,41.9228,40.8865,20.3704,49.0718,41.9228,689.534,19302.5,0.369925,25.046,784,No Data,No Data
07/30/2025 14:24:41.079,0,140.034,41.923,40.8867,20.3709,49.0816,41.923,693.34,19334.9,0.369786,25.051,784,No Data,No Data
07/30/2025 14:24:42.073,0,140.012,41.9235,40.8866,20.3675,49.1109,41.9235,696.751,19345.9,0.369659,25.055,784,No Data,No Data
07/30/2025 14:24:43.066,0,140.038,41.9245,40.8866,20.3569,49.1207,41.9245,699.575,19337.9,0.369765,25.059,784,No Data,No Data
07/30/2025 14:24:44.059,0,140.008,41.9256,40.8867,20.3473,49.1597,41.9256,702.53,19335.1,0.369582,25.064,784,No Data,No Data
07/30/2025 14:24:45.053,0,140.016,41.9247,40.8865,20.3429,49.1597,41.9247,707.308,19362.5,0.36972,25.069,784,No Data,No Data
07/30/2025 14:24:46.046,0,140.014,41.9248,40.8862,20.3409,49.1695,41.9248,715.152,19384.5,0.369927,25.073,784,No Data,No Data
07/30/2025 14:24:47.039,0,139.996,41.9252,40.8865,20.3439,49.1597,41.9252,722.993,19389.4,0.369601,25.073,784,No Data,No Data
07/30/2025 14:24:48.032,0,140.004,41.925,40.8864,20.345,49.1695,41.925,732.456,19412.3,0.369692,25.078,784,No Data,No Data
07/30/2025 14:24:49.026,0,139.995,41.9265,40.8861,20.3434,49.1597,41.9265,740.369,19445.2,0.369759,25.083,784,No Data,No Data
07/30/2025 14:24:50.019,0,139.987,41.9259,40.8863,20.3348,49.1597,41.9259,747.383,19473.6,0.369657,25.087,784,No Data,No Data
07/30/2025 14:24:51.012,0,140.011,41.9266,40.8862,20.3279,49.1695,41.9266,753.258,19471.9,0.369738,25.091,784,No Data,No Data
07/30/2025 14:24:52.005,0,140.013,41.9268,40.8862,20.3181,49.1695,41.9268,757.712,19464.5,0.369503,25.096,784,No Data,No Data
07/30/2025 14:24:52.999,0,139.99,41.9273,40.8861,20.3152,49.1695,41.9273,762.705,19454.5,0.369438,25.100,784,No Data,No Data
07/30/2025 14:24:53.992,0,140.001,41.9272,40.8859,20.3122,49.1695,41.9272,767.66,19458.2,0.369487,25.105,784,No Data,No Data
07/30/2025 14:24:54.985,0,140.013,41.9264,40.886,20.3077,49.1695,41.9264,771.858,19464.1,0.369497,25.110,784,No Data,No Data
07/30/2025 14:24:55.979,0,139.992,41.9276,40.8857,20.3011,49.1695,41.9276,775.67,19469.8,0.369443,25.114,784,No Data,No Data
07/30/2025 14:24:56.972,0,139.99,41.9269,40.886,20.2943,49.1695,41.9269,779.81,19473,0.369443,25.118,768,No Data,No Data
07/30/2025 14:24:57.965,0,140.042,41.9266,40.886,20.2866,49.1695,41.9266,782.817,19438.2,0.369085,25.123,768,No Data,No Data
07/30/2025 14:24:58.958,0,139.96,41.9264,40.886,20.2824,49.1695,41.9264,787.799,19504.7,0.369229,25.127,768,No Data,No Data
07/30/2025 14:24:59.952,0,140.001,41.9268,40.8857,20.2838,49.1695,41.9268,792.607,19539.8,0.369303,25.131,768,No Data,No Data
07/30/2025 14:25:00.945,0,140.009,41.9255,40.8857,20.2826,49.1695,41.9255,795.638,19537.9,0.369156,25.136,768,No Data,No Data
07/30/2025 14:25:01.938,0,140.014,41.9253,40.8857,20.276,49.1695,41.9253,799.848,19543.6,0.369607,25.141,768,No Data,No Data
07/30/2025 14:25:02.932,0,139.991,41.9262,40.886,20.2673,49.1695,41.9262,803.862,19581.4,0.369447,25.144,768,No Data,No Data
07/30/2025 14:25:03.925,0,140.004,41.9264,40.8861,20.2595,49.1695,41.9264,805.56,19545.9,0.369171,25.147,768,No Data,No Data
07/30/2025 14:25:04.918,0,140.024,41.9295,40.886,20.2529,49.1695,41.9295,807.744,19500,0.368949,25.152,768,No Data,No Data
07/30/2025 14:25:05.911,0,140.012,41.9276,40.8859,20.2401,49.1695,41.9276,810.999,19490.2,0.368836,25.155,768,No Data,No Data
07/30/2025 14:25:06.905,0,140.002,41.9283,40.8858,20.2328,49.1695,41.9283,814.096,19520.9,0.368702,25.155,768,No Data,No Data
07/30/2025 14:25:07.898,0,139.936,41.9277,40.8858,20.2293,49.1695,41.9277,817.606,19541.4,0.368555,25.159,768,No Data,No Data
07/30/2025 14:25:08.891,0,139.951,41.9276,40.886,20.2302,49.1695,41.9276,822.796,19600.7,0.368831,25.163,768,No Data,No Data
07/30/2025 14:25:09.885,0,139.984,41.927,40.8857,20.2236,49.1695,41.927,826.546,19615.3,0.368927,25.167,768,No Data,No Data
07/30/2025 14:25:10.878,0,140.016,41.9296,40.8857,20.2237,49.1695,41.9296,830.307,19642.4,0.368911,25.170,768,No Data,No Data
07/30/2025 14:25:11.871,0,140.026,41.9311,40.8857,20.2442,49.1695,41.9311,833.939,19654,0.369245,25.174,768,No Data,No Data
07/30/2025 14:25:12.864,0,140.021,41.9296,40.8857,20.2893,49.1695,41.9296,837.162,19666.4,0.368937,25.178,768,No Data,No Data
07/30/2025 14:25:13.858,0,139.968,41.93,40.8859,20.3373,49.1695,41.93,839.094,19628.7,0.368666,25.181,768,No Data,No Data
07/30/2025 14:25:14.851,0,139.977,41.9298,40.8857,20.3933,49.1695,41.9298,842.969,19619.4,0.368836,25.184,768,No Data,No Data
07/30/2025 14:25:15.844,0,139.968,41.9278,40.8859,20.4678,49.1695,41.9278,846.624,19647.2,0.368852,25.189,768,No Data,No Data
07/30/2025 14:25:16.837,0,139.97,41.928,40.8856,20.5546,49.1695,41.928,850.382,19673.8,0.368648,25.192,768,No Data,No Data
07/30/2025 14:25:17.831,0,139.981,41.9284,40.8856,20.6364,49.1695,41.9284,854.612,19684.2,0.368709,25.196,768,No Data,No Data
07/30/2025 14:25:18.824,0,139.995,41.9297,40.8857,20.7107,49.1695,41.9297,858.633,19719.4,0.368916,25.200,768,No Data,No Data
07/30/2025 14:25:19.817,0,139.996,41.9293,40.8856,20.7532,49.1695,41.9293,861.334,19702.9,0.368795,25.204,768,No Data,No Data
07/30/2025 14:25:20.811,0,140,41.9292,40.8853,20.7955,49.1695,41.9292,863.46,19658.8,0.368576,25.208,768,No Data,No Data
07/30/2025 14:25:21.804,0,140.005,41.9293,40.8855,20.8169,49.1695,41.9293,867.707,19685.8,0.368884,25.211,768,No Data,No Data
07/30/2025 14:25:22.797,0,140.015,41.93,40.8855,20.8176,49.1695,41.93,871.179,19692.7,0.368985,25.216,768,No Data,No Data
07/30/2025 14:25:23.790,0,140.037,41.9301,40.8857,20.8181,49.1695,41.9301,874.549,19715.3,0.368841,25.219,768,No Data,No Data
07/30/2025 14:25:24.784,0,140.045,41.9306,40.8857,20.8072,49.1695,41.9306,878.584,19727.3,0.369011,25.225,768,No Data,No Data
07/30/2025 14:25:25.777,0,140.025,41.932,40.8856,20.787,49.1695,41.932,881.31,19732.2,0.368751,25.225,768,No Data,No Data
